A08_CODAGR;C;6;Código      ;
A08_ENTDOM;C;3;Domínio     ;
A08_NENTDO;C;40;Descrição   ;
A08_CONTEU;C;30;Conteúdo    ;
A08_CHVPES;C;30;Contrdomínio;
A09_FILIAL;C;8;Filial      ;
A09_CODTER;C;6;Código      ;
A09_TPMBRO;C;1;Tipo        ;
A09_CODMBR;C;6;Membro      ;
A09_NOMMBR;C;40;Nome        ;
A09_RESTER;L;1;Responsável ;
A09_DTINIC;D;8;Data Inicial;
A09_DTFIM ;D;8;Data Fim    ;
A09_MSBLQL;C;1;Status ?    ;
A0A_FILIAL;C;8;Filial      ;
A0A_CODACA;C;6;Equipe      ;
A0A_CODUSR;C;6;Usuário     ;
A0A_NOMUSR;C;30;Nome        ;
A0A_MSBLQL;C;1;Status?     ;
A10_FILIAL;C;8;Filial      ;
A10_CJETAP;C;6;Conj. Etapas;
A10_ETAPA ;C;4;Etapa       ;
A10_ETDESC;C;30;Desc. Etapa ;
A10_PRAZO ;N;3;Prazo       ;
A10_WKFLOW;C;1;Workflow    ;
A11_FILIAL;C;8;Filial      ;
A11_MAT   ;C;6;Matrícula   ;
A11_NOME  ;C;30;Nome        ;
A11_SITUAC;C;1;Situação    ;
A11_CURSO ;C;4;Curso       ;
A11_CDESC ;C;30;Desc. Curso ;
A11_VALIDA;D;8;Validade    ;
A11_DTAREC;D;8;Reciclagem  ;
A11_CJETAP;C;6;Conj. Etapas;
A11_CJDESC;C;30;Desc. Cj.Etp;
A11_ETAPA ;C;4;Etapa       ;
A11_ETDESC;C;30;Desc. Etapa ;
A11_DTAETP;D;8;Data Etapa  ;
A11_PRAZO ;N;3;Prazo       ;
A11_ENTREG;D;8;Entrega     ;
A11_RESPON;C;30;Responsável ;
A11_CHECK ;L;1;Check       ;
A11_STATUS;C;1;Status      ;
A11_WKFLOW;C;1;Workflow    ;
AA1_FILIAL;C;8;Filial      ;
AA1_CODTEC;C;14;Atendente   ;
AA1_NOMTEC;C;30;Nome Atend. ;
AA1_FUNCAO;C;5;Funçao      ;
AA1_CC    ;C;9;Centro Custo;
AA1_CENTRA;C;15;Central Pag.;
AA1_PAGER ;C;10;Codigo Pager;
AA1_EMAIL ;C;30;E-Mail      ;
AA1_FONE  ;C;30;Telefone    ;
AA1_REGIAO;C;3;Regiao      ;
AA1_TURNO ;C;3;Turno       ;
AA1_VALOR ;N;9;Valor Hora  ;
AA1_RATE  ;N;6;Custo  %    ;
AA1_EMINFI;C;1;Emite NF    ;
AA1_CUSTO ;N;9;Vlr.Custo Hr;
AA1_FUNPRO;C;1;Produtivo   ;
AA1_LOCAL ;C;2;Armazem     ;
AA1_LIBOSV;C;1;Libera OS   ;
AA1_LOCLZB;C;15;Ender. Boas ;
AA1_LOCLZR;C;15;Ender. Ruins;
AA1_DULTES;D;8;Ult Escala  ;
AA1_LOCLZF;C;15;Ender.  Fat.;
AA1_CULTES;C;6;Cod Ult Esc ;
AA1_DATUES;D;8;Escala Atual;
AA1_CATUES;C;6;Cd Esc Atual;
AA1_REQPEC;C;1;Func Req Pec;
AA1_DATADM;D;8;Dt Admissao ;
AA1_DATDEM;D;8;Dt Demissao ;
AA1_CODVEN;C;6;Cod Vendedor;
AA1_NOMUSU;C;25;Nome Usuario;
AA1_TIPO  ;C;1;Tipo        ;
AA1_CODUSR;C;6;Cod. Usuario;
AA1_CONTRB;C;1;Controla Trb;
AA1_TIPVEN;C;1;Tp Vendedor ;
AA1_ALOCA ;C;1;Alocacao    ;
AA1_CODFOR;C;6;Fornecedor  ;
AA1_LOJFOR;C;2;Loja        ;
AA1_ACESSO;C;10;Acesso Linha;
AA1_NOMFOR;C;40;Nome        ;
AA1_CDFUNC;C;6;Cod. Func.  ;
AA1_VISTOR;C;1;Vistoriador?;
AA1_VISVLR;C;1;Vis.Valores ;
AA1_VISPRO;C;1;Vis.Proposta;
AA1_IMPPRO;C;1;Imp.Proposta;
AA1_CATEGO;C;1;Categoria   ;
AA1_ALTVIS;C;1;Alt.Vist.Res;
AA1_FTVIST;C;1;Filtrar Vist;
AA1_CRMSIM;C;1;Simulador   ;
AA1_FUNFIL;C;8;Filial Func ;
AA1_MPONTO;C;1;Marca Ponto ;
AA1_SEQTUR;C;2;Seq. Turno  ;
AA1_PERQTD;C;1;Al.Qtd.Sup. ;
AA1_VINCUL;C;1;Vinculo Empr;
AA1_RSPMNT;C;1;Resp. Manut?;
AA1_RSPTRA;C;1;Resp. Transp;
AA1_EXTVIG;C;1;Extens.Vigil;
AA1_CNV   ;C;7;CNV         ;
AA1_NREDUZ;C;20;Login uMov  ;
AA1_SENHA ;C;10;Senha uMov  ;
AA1_TIPMAR;C;1;Tipo Marc.  ;
AA2_FILIAL;C;8;Filial      ;
AA2_CODTEC;C;14;Atendente   ;
AA2_ITEM  ;C;2;Item        ;
AA2_HABIL ;C;6;Habilidade  ;
AA2_DESCRI;C;30;Descriçao   ;
AA2_NIVEL ;N;3;Nivel       ;
AA2_NOMTEC;C;30;Nome Atenden;
AA3_FILIAL;C;8;Filial      ;
AA3_CODCLI;C;6;Cod. Cliente;
AA3_LOJA  ;C;2;Loja        ;
AA3_NOMCLI;C;30;Nome Cliente;
AA3_CODPRO;C;30;Produto/Eqto;
AA3_DESPRO;C;30;Desc.Produto;
AA3_NUMSER;C;20;Id.Unico    ;
AA3_DTVEND;D;8;Dt.Venda    ;
AA3_DTINST;D;8;Dt.Instalac.;
AA3_DTGAR ;D;8;Dt.Garantia ;
AA3_CBASE ;C;10;Cod. Ativo  ;
AA3_ITEM  ;C;4;Item Ativo  ;
AA3_CHAPA ;C;20;Plaqueta    ;
AA3_CODTEC;C;14;Atend.Inst. ;
AA3_NOMTEC;C;30;Nome Atend. ;
AA3_FORNEC;C;6;Fornecedor  ;
AA3_LOJAFO;C;2;Loja Fornec.;
AA3_NFAQUI;C;9;NF.Aquisição;
AA3_CODFAB;C;6;Fabricante  ;
AA3_LOJAFA;C;2;Loja Fabric.;
AA3_NFVEND;C;9;Num.NF.Venda;
AA3_CODMEM;C;6;Codigo Memo ;
AA3_OBS   ;M;80;Observaçao  ;
AA3_CONTRT;C;15;No.Contrato ;
AA3_DTCTAM;D;8;Dt.Inc.Cta. ;
AA3_CTAPRE;C;15;N.Preventiva;
AA3_VLRCTR;N;12;Vlr.Ctr.Mnt.;
AA3_LOCAL ;C;100;Endereco    ;
AA3_MODELO;C;15;Modelo      ;
AA3_ACUMUL;N;12;Acumulador  ;
AA3_MTBF  ;N;8;MTBF em Hr. ;
AA3_MTTR  ;N;8;MTTR em Hr. ;
AA3_PLANO ;C;6;Plano Prev. ;
AA3_DTEXP ;D;8;Dt.Expansao ;
AA3_HORRP ;N;8;Q.Tot.Hs/Rep;
AA3_ULTNF ;C;6;Ult.Nota.Ent;
AA3_ULTSER;C;3;Ult.Serie   ;
AA3_QTREP ;N;6;Qd.Total Rep;
AA3_QTFAL ;N;6;Qd.TT Falhas;
AA3_ULTFOR;C;6;Ult.Fornec. ;
AA3_ULTLOJ;C;2;Ult.Loja.For;
AA3_QTREPH;N;6;Tot.Rep.Hist;
AA3_HORRPH;N;8;Hs .Rep/Hist;
AA3_ULTIT ;C;2;Ult.Item NF ;
AA3_ULTPRC;N;12;Ult.Preço   ;
AA3_QTFALH;N;6;Qtd. Fal/His;
AA3_HOROPH;N;9;T.Hs.Op/Hist;
AA3_OK    ;C;2;Ok          ;
AA3_STATUS;C;2;Status      ;
AA3_HORDIA;N;5;Hs. Oper/Dia;
AA3_STAANT;C;2;Status Ant. ;
AA3_DTREFH;D;8;Dt.Ref/Histo;
AA3_DESSTA;C;30;Descr.Status;
AA3_DIAOPE;N;1;Dias Ope/Sem;
AA3_DTMTBF;D;8;Dt.MTBF(Off);
AA3_DTMTTR;D;8;Dt.MTTR(Off);
AA3_SITE  ;C;15;Site        ;
AA3_CODGRP;C;6;Cobertura   ;
AA3_GRPDES;C;40;Desc.Cobert.;
AA3_CODLOC;C;8;Cod. Local  ;
AA3_EQALOC;C;1;Eq Locação? ;
AA3_INALOC;D;8;Ini Locação ;
AA3_FIALOC;D;8;Fim Locação ;
AA3_MANPRE;C;1;Man Pre Loc?;
AA3_ORIGEM;C;3;Origem      ;
AA3_EXIGNF;C;1;Exige NF?   ;
AA3_EQ3   ;C;1;Eq. Terceiro;
AA3_SDOC  ;C;3;Serie Doc   ;
AA3_ENTEQP;D;8;Agenda. Ent.;
AA3_COLEQP;D;8;Coleta Equip;
AA3_FILORI;C;8;Fil Original;
AA3_MSBLQL;C;1;Status      ;
AA3_CODBEM;C;16;Cód. Bem MNT;
AA3_OSMONT;C;1;Exige Mont? ;
AA3_CDBMFL;C;8;Fil. Bem MNT;
AA3_FILLOC;C;8;Fil. Locação;
AA3_HMEATV;C;1;AtvHorimetro;
AA3_HMESEP;N;8;Horim Separ.;
AA3_CONSEP;L;1;HrSep Atual?;
AA3_HMERET;N;8;HorimRetorno;
AA3_CONRET;L;1;HrRet Atual?;
AA3_HMELIM;N;2;Horim.Limite;
AA3_QTDATF;N;11;Ativo Fixo  ;
AA3_SLDLOC;N;11;Locado      ;
AA3_SLDRES;N;11;Reservado   ;
AA3_SLDMAN;N;11;Manutenção  ;
AA3_SLDBLQ;N;11;Bloqueado   ;
AA3_SLDDIS;N;11;Disponível  ;
AA4_FILIAL;C;8;Filial      ;
AA4_CODCLI;C;6;Cliente     ;
AA4_LOJA  ;C;2;Loja        ;
AA4_CODPRO;C;30;Produto/Eqto;
AA4_NUMSER;C;20;Id.Unico    ;
AA4_PRODAC;C;30;Acessorio   ;
AA4_DESCPR;C;30;Desc.Acess. ;
AA4_NSERAC;C;20;Id.Unico Acs;
AA4_FORNEC;C;6;Fornecedor  ;
AA4_LOJAFO;C;2;Loja Fornec.;
AA4_CODFAB;C;6;Fabricante  ;
AA4_LOJAFA;C;2;Loja Fabric.;
AA4_DTINST;D;8;Dt.Instalac ;
AA4_DTGAR ;D;8;Dt.Garantia ;
AA4_MODELO;C;15;Modelo      ;
AA5_FILIAL;C;8;Filial      ;
AA5_CODSER;C;6;Serviço     ;
AA5_DESCRI;C;30;Descriçao   ;
AA5_TES   ;C;3;TES         ;
AA5_PRCCLI;N;6;% Cliente   ;
AA5_PRCFAB;N;6;% Fabricante;
AA5_ATUOS ;C;1;Atualiza OS ;
AA5_ATUEST;C;1;Mov.Estoque ;
AA5_ATUORC;C;1;Inclui Orc. ;
AA6_FILIAL;C;8;Filial      ;
AA6_CODPRO;C;30;Produto/Eqto;
AA6_CODPRB;C;6;Ocorrencia  ;
AA6_ITEM  ;C;2;Item        ;
AA6_PRODUT;C;30;Produto     ;
AA6_DESPRO;C;30;Descriçao   ;
AA6_QUANT ;N;12;Quantidade  ;
AA7_FILIAL;C;8;Filial      ;
AA7_CODPRO;C;30;Produto     ;
AA7_DESPRO;C;30;Desc.Produto;
AA7_CODPRB;C;6;Ocorrencia  ;
AA7_DESCRI;C;30;Descriçao   ;
AA7_GRPATE;C;6;Grp.Atendim.;
AA7_DESGRP;C;30;Descri.Atend;
AA7_TMPSTD;C;5;Tempo Padrao;
AA7_TALOC1;C;5;Alocaçao 1  ;
AA7_TALOC2;C;5;Alocaçao 2  ;
AA7_TMAX1 ;C;5;Maximo 1    ;
AA7_TMAX2 ;C;5;Maximo 2    ;
AA7_TCHEG1;C;5;Chegada 1   ;
AA7_TCHEG2;C;5;Chegada 2   ;
AA7_TSAID1;C;5;Saida 1     ;
AA7_TSAID2;C;5;Saida 2     ;
AA7_TATEN1;C;5;Atendimento1;
AA7_TATEN2;C;5;Atendimento2;
AA7_HABIL ;C;6;Habilidade  ;
AA7_NIVEL ;N;3;Nivel       ;
AA8_FILIAL;C;8;Filial      ;
AA8_PLANO ;C;6;Cod.Plano   ;
AA8_DESC  ;C;40;Descricao   ;
AA9_FILIAL;C;8;Filial      ;
AA9_PLANO ;C;6;Cod. Plano  ;
AA9_ITEM  ;C;2;Item Plano  ;
AA9_DESC  ;C;40;Descricao   ;
AA9_CODMEM;C;6;Memo        ;
AA9_MEMO  ;M;80;Atividades  ;
AA9_UNIINI;C;1;Unid. Inicio;
AA9_INICIO;N;3;Inicio      ;
AA9_UNIINT;C;1;Unid.Interv.;
AA9_INTERV;N;3;Intervalo   ;
AA9_QUANT ;N;4;Quantidade  ;
AA9_ATIVO ;C;1;Item ativo  ;
AA9_TMPSRV;C;5;Tempo em Hr.;
AA9_CODPRB;C;6;Ocorrenc. OS;
AAA_FILIAL;C;8;Filial      ;
AAA_CODGRP;C;6;Codigo Grupo;
AAA_DESCRI;C;40;Descricao   ;
AAA_CODSER;C;6;Cod. Servico;
AAA_DESCOD;C;30;Descr.Codigo;
AAA_STATUS;C;1;Situação    ;
AAB_FILIAL;C;8;Filial      ;
AAB_CODGRP;C;6;Codigo Grupo;
AAB_TIPO  ;C;2;Tipo        ;
AAB_GRUPO ;C;4;Grupo       ;
AAB_CODPRO;C;30;Produto     ;
AAB_CODSER;C;6;Cod. Servico;
AAB_DESCRI;C;30;Descricao   ;
AAC_FILIAL;C;8;Filial      ;
AAC_CODPRO;C;30;Produto     ;
AAC_CODPRB;C;6;Ocorrencia  ;
AAC_GRPATE;C;6;Grp.Atendim.;
AAC_ITEM  ;C;2;Item        ;
AAC_HABIL ;C;6;Habilidade  ;
AAC_DESCRI;C;40;Descricao   ;
AAC_NIVEL ;N;3;Nivel       ;
AAD_FILIAL;C;8;Filial      ;
AAD_CODIND;C;6;Codigo      ;
AAD_DESCRI;C;30;Descriçao   ;
AAD_TPTAXA;C;1;Tipo Taxa   ;
AAE_FILIAL;C;8;Filial      ;
AAE_CODIND;C;6;Codigo      ;
AAE_DATA  ;D;8;Data        ;
AAE_INDICE;N;7;Indice (%)  ;
AAE_SINAL ;C;1;Sinal       ;
AAF_FILIAL;C;8;Filial      ;
AAF_CODCLI;C;6;Cliente     ;
AAF_LOJA  ;C;2;Loja        ;
AAF_CODPRO;C;30;Produto/Eqto;
AAF_NUMSER;C;20;Id.Unico    ;
AAF_DTINI ;D;8;Data Inicio ;
AAF_DTFIM ;D;8;Data Final  ;
AAF_NSERAC;C;20;Id.Unico Pai;
AAF_PRODAC;C;15;Produto Pai ;
AAF_CODMEM;C;6;Codigo Memo ;
AAF_OBSERV;M;10;Observaçao  ;
AAF_LOGINI;C;60;Log. Mov.Ini;
AAF_LOGFIM;C;60;Log. Mov Fim;
AAF_CODFAB;C;6;Fabricante  ;
AAF_LOJAFA;C;2;Loja Fab.   ;
AAG_FILIAL;C;8;Filial      ;
AAG_CODPRB;C;6;Ocorrencia  ;
AAG_DESCRI;C;30;Descriçao   ;
AAG_TIPPRB;C;1;Tipo        ;
AAG_PRIORI;C;1;Prioridade  ;
AAG_COR   ;C;1;Cor         ;
AAG_CORDES;C;15;Cor descric.;
AAG_GERFNC;C;1;Gera FNC?   ;
AAH_FILIAL;C;8;Filial      ;
AAH_CONTRT;C;15;No.Contrato ;
AAH_CODCLI;C;6;Cliente     ;
AAH_LOJA  ;C;2;Loja        ;
AAH_NOMCLI;C;30;Nome Cliente;
AAH_TPCONT;C;1;Tp.Contrato ;
AAH_CLASSI;C;3;Classific.  ;
AAH_CONPAG;C;3;Cond.Pagto  ;
AAH_INIVLD;D;8;Inic.Validad;
AAH_FIMVLD;D;8;Fim Validade;
AAH_CPAGPV;C;3;Cond.Pag.PV ;
AAH_VALOR ;N;14;Vlr.Contrato;
AAH_CODPRO;C;30;Produto     ;
AAH_ULTPED;C;6;Ult.Pedido  ;
AAH_ULTEMI;D;8;Ult.Emissao ;
AAH_INICOB;D;8;Ini.Cobrança;
AAH_FIMCOB;D;8;Fim Cobrança;
AAH_CODIND;C;6;Indice      ;
AAH_PERREA;N;2;Periodo     ;
AAH_ULTREA;D;8;Ult.Reajuste;
AAH_CODGRP;C;6;Cobertura   ;
AAH_GRPDES;C;40;Desc.Cobert.;
AAH_GRPATE;C;6;Grupo atend.;
AAH_GATDES;C;40;Desc.Atend. ;
AAH_ABRANG;C;1;Abrangencia ;
AAH_VALMAX;N;12;Vl.Max.Atend;
AAH_CLIENT;C;6;Cli.Entrega ;
AAH_LOJENT;C;2;Loja Entrega;
AAH_PROPOS;C;6;Proposta    ;
AAH_REVPRO;C;2;Revisao     ;
AAH_OCOROS;C;6;Ocorr. O.S. ;
AAH_STATUS;C;1;Situação    ;
AAH_CCUSTO;C;9;C. de Custo ;
AAH_IMPLAN;C;1;Contr. Impla;
AAI_FILIAL;C;8;Filial      ;
AAI_CODFAQ;C;6;Codigo      ;
AAI_GRUPO ;C;4;Grupo       ;
AAI_CODPRO;C;30;Produto/Eqto;
AAI_ITEM  ;C;2;Item        ;
AAI_CODPRB;C;6;Ocorrencia  ;
AAI_DESPRB;C;30;Descriçao   ;
AAI_SOLUC ;C;80;Soluçao     ;
AAI_MEMO  ;C;6;Codigo Memo ;
AAI_MEMO2 ;M;80;Dica        ;
AAJ_FILIAL;C;8;Filial      ;
AAJ_CTAPRE;C;15;N.Preventiva;
AAJ_CODCLI;C;6;Cliente     ;
AAJ_LOJA  ;C;2;Loja        ;
AAJ_ITEM  ;C;2;Item        ;
AAJ_DTPREV;D;8;Dt.Prevista ;
AAJ_DTREAL;D;8;Dt.Real     ;
AAJ_ABRANG;C;1;Abrangencia ;
AAK_FILIAL;C;8;Filial      ;
AAK_CODFAB;C;6;Fabricante  ;
AAK_LOJAFA;C;2;Loja        ;
AAK_CODPRO;C;30;Produto/Eqto;
AAK_CODCOM;C;30;Componente  ;
AAK_ACUMUL;N;12;Acumulador  ;
AAK_ACUTMP;N;6;Acumul.Cron.;
AAK_TIPTMP;C;1;Unidade     ;
AAL_FILIAL;C;8;Filial      ;
AAL_CODFAB;C;6;Fabricante  ;
AAL_LOJAFA;C;2;Loja Fabric.;
AAL_CODPRO;C;30;Produto/Eqto;
AAL_NUMSER;C;20;Id.Unico    ;
AAL_CODCOM;C;30;Componente  ;
AAL_ACUMUL;N;12;Acumulador  ;
AAL_ACUTMP;D;8;Acumul.Cron.;
AAL_DATA  ;D;8;Data        ;
AAM_FILIAL;C;8;Filial      ;
AAM_CONTRT;C;15;No.Contrato ;
AAM_CODCLI;C;6;Cliente     ;
AAM_LOJA  ;C;2;Loja        ;
AAM_NOMCLI;C;40;Nome/Cliente;
AAM_TPCONT;C;1;Tp. Contrato;
AAM_CLASSI;C;3;Classific.  ;
AAM_DESCLA;C;30;Desc.Classi.;
AAM_ABRANG;C;1;Abrangencia ;
AAM_STATUS;C;1;Situacao    ;
AAM_INIVIG;D;8;Ini.Vigencia;
AAM_FIMVIG;D;8;Fim Vigencia;
AAM_CPAGPV;C;3;Cond.Pag.PV ;
AAM_CODMEM;C;6;Codigo Memo ;
AAM_MEMO  ;M;80;Notas       ;
AAM_TIPFRE;C;1;Tipo Frete  ;
AAM_REAAUT;C;1;Reaj. Auto. ;
AAM_SELSER;C;1;Sel.Servicos;
AAM_AGRNFC;C;1;Agrupa Nfc  ;
AAM_TAXCTR;C;1;Taxa p/CTRC ;
AAM_PESCTR;N;11;Pes.Max CTRC;
AAM_NFCTR ;N;5;Nfs por CTRC;
AAM_AJUOBR;C;1;Ajuste Obrig;
AAM_GRPVOP;C;1;Gera PV Oper;
AAM_PRCPRD;C;1;Preco Prod. ;
AAM_CLIENT;C;6;Cli.Entrega ;
AAM_LOJENT;C;2;Loja Entrega;
AAM_PROPOS;C;6;Proposta    ;
AAM_REVPRO;C;2;Revisão     ;
AAM_ESTAGR;C;1;Est.Frt.Agr ;
AAN_FILIAL;C;8;Filial      ;
AAN_CONTRT;C;15;No.Contrato ;
AAN_ITEM  ;C;2;Item        ;
AAN_CODPRO;C;30;Produto     ;
AAN_DESCRI;C;30;Descricao   ;
AAN_QUANT ;N;9;Quantidade  ;
AAN_VLRUNI;N;11;Vlr.Unitario;
AAN_VALOR ;N;14;Valor Total ;
AAN_CONPAG;C;3;Cond. Pagto ;
AAN_DATA  ;D;8;Ult.Process.;
AAN_INICOB;D;8;Ini.Cobranca;
AAN_FIMCOB;D;8;Fim Cobranca;
AAN_ULTPED;C;6;Ult. Pedido ;
AAN_ULTEMI;D;8;Ult. Emissao;
AAN_CODIND;C;6;Indice      ;
AAN_PERREA;N;2;Periodo     ;
AAN_ULTREA;D;8;Ult.Reajuste;
AAO_FILIAL;C;8;Filial      ;
AAO_CONTRT;C;15;No.Contrato ;
AAO_ITEM  ;C;2;Item        ;
AAO_CODPRO;C;30;Produto     ;
AAO_DESPRO;C;30;Desc.Produto;
AAO_CONPAG;C;3;Cond. Pagto.;
AAO_DATA  ;D;8;Ult.Process.;
AAO_INICOB;D;8;Ini.Cobranca;
AAO_FIMCOB;D;8;Fim Cobranca;
AAO_TABELA;C;3;Tabela Preco;
AAO_SERVIC;C;3;Servico     ;
AAO_DESSER;C;30;Desc.Servico;
AAO_TAREFA;C;3;Tarefa      ;
AAO_DESTAR;C;30;Desc.Tarefa ;
AAO_ATIVID;C;6;Atividade   ;
AAO_DESATI;C;30;Desc.Ativid.;
AAO_VALOR ;N;14;Vlr.Contrato;
AAO_REFCOB;C;6;Ref.Cobranca;
AAO_DESREF;C;30;Desc. Refer.;
AAO_TPSERV;C;1;Tipo Servico;
AAO_ULTPED;C;6;Ult.Pedido  ;
AAO_ULTEMI;D;8;Ult.Emissao ;
AAO_PPERMA;N;2;Periodo Perm;
AAP_FILIAL;C;8;Filial      ;
AAP_GRPATE;C;6;Grupo Atend.;
AAP_DESCRI;C;40;Descricao   ;
AAQ_FILIAL;C;8;Filial      ;
AAQ_CONTRT;C;15;No.Contrato ;
AAQ_CODPRO;C;30;Produto     ;
AAQ_DESCRI;C;30;Descrição   ;
AAQ_QTDLIB;N;12;Qtd.Liberada;
AAQ_MODLIB;C;1;Modo Lib.   ;
AAQ_VRUNIT;N;12;Vlr.Unitário;
AAR_FILIAL;C;8;Filial      ;
AAR_CONTRT;C;15;No.Contrato ;
AAR_CODPRO;C;30;Produto     ;
AAR_SALDO ;N;12;Saldo       ;
AAR_PERIOD;C;6;Periodo     ;
AAS_FILIAL;C;8;Filial      ;
AAS_PROPOS;C;6;Proposta    ;
AAS_PREVIS;C;2;Revisão     ;
AAS_CLIENT;C;6;Cliente     ;
AAS_LOJA  ;C;2;Loja        ;
AAS_PERCEN;N;6;% Rateio    ;
AAT_FILIAL;C;8;Filial      ;
AAT_CODVIS;C;6;Vistoria    ;
AAT_OPORTU;C;6;Oportunidade;
AAT_OREVIS;C;2;Rev. Oport. ;
AAT_ENTIDA;C;1;Entidade    ;
AAT_CODENT;C;6;Código      ;
AAT_LOJENT;C;2;Loja        ;
AAT_NOMENT;C;40;Nome        ;
AAT_VEND  ;C;6;Vendedor    ;
AAT_NOMVEN;C;40;Nome        ;
AAT_PROPOS;C;6;No. Proposta;
AAT_PREVIS;C;2;Rev.Proposta;
AAT_EMISSA;D;8;Emissão     ;
AAT_VISTOR;C;14;Vistoriador ;
AAT_NOMVIS;C;30;Nome        ;
AAT_TABELA;C;3;Tabela Preço;
AAT_DTINI ;D;8;Data Inicial;
AAT_HRINI ;C;5;Hora Inicial;
AAT_DTFIM ;D;8;Data Final  ;
AAT_HRFIM ;C;5;Hora Final  ;
AAT_STATUS;C;1;Situação    ;
AAT_REGIAO;C;3;Região      ;
AAT_LOCAL ;C;8;Local       ;
AAT_OBSVIS;M;10;Observações ;
AAT_CODABT;C;3;Tipo VistTec;
AAT_DSCABT;C;30;Descricao VT;
AAU_FILIAL;C;8;Filial      ;
AAU_ITEM  ;C;2;Item        ;
AAU_PRODUT;C;30;Produto     ;
AAU_DESCRI;C;30;Descrição   ;
AAU_UM    ;C;2;Unidade     ;
AAU_MOEDA ;C;1;Moeda       ;
AAU_QTDVEN;N;11;Quantidade  ;
AAU_PRCVEN;N;14;Prc Unitario;
AAU_PRCTAB;N;14;Prc Tabela  ;
AAU_VLRTOT;N;14;Vlr. Total  ;
AAU_TPPROD;C;1;Tp. Produto ;
AAU_OBSPRD;M;10;Obs. Produto;
AAU_PMS   ;C;10;Projeto PMS ;
AAU_ITPAI ;C;2;Item Pai    ;
AAU_ITPROP;C;2;Item Prop   ;
AAU_CODVIS;C;6;Vistoria    ;
AAU_FOLDER;C;1;Folder      ;
AAU_LOCAL ;C;8;Local       ;
AAU_OBRIG ;C;1;Item Obrigat;
AAV_FILIAL;C;8;Filial      ;
AAV_CODIGO;C;10;Codigo      ;
AAV_ASSUNT;C;6;Cod.Assunto ;
AAV_DESASS;C;55;Descr.Assunt;
AAV_GRUPO ;C;2;Grupo       ;
AAV_DESGRP;C;45;Descr. Grupo;
AAV_OPERAD;C;6;Cod.Operad  ;
AAV_DESOPE;C;40;Descr.Operad;
AAV_REGRA ;C;250;Regra       ;
AAV_DESREG;C;80;Desc. Regra ;
AAV_PRIORI;C;3;Prioridade  ;
AAV_STATUS;C;1;Status      ;
AAX_FILIAL;C;8;Filial      ;
AAX_CODEQU;C;3;Cod.Equipe  ;
AAX_NOME  ;C;20;Nome        ;
AAX_TPGRUP;C;1;Tipo Grupo  ;
AAX_REGIAO;C;3;Região      ;
AAY_FILIAL;C;8;Filial      ;
AAY_CODEQU;C;3;Cod. Equipe ;
AAY_NOMEQU;C;20;Nome Equipe ;
AAY_CODTEC;C;14;Atendente   ;
AAY_NOMTEC;C;30;Nome Atend  ;
AAZ_FILIAL;C;8;Filial      ;
AAZ_CODTEC;C;14;Atendente   ;
AAZ_CONTRT;C;15;Contrato    ;
AAZ_TPPERM;C;1;Tp.Permissao;
